25716.0	794.9264116885286	24804.0	
25338.0	1052.0893498177804	24660.0	
25671.0	1861.2890694354812	24534.0	
24648.0	753.4958526760449	23958.0	
24417.0	410.75905346078497	23958.0	
24303.0	326.0352741652351	23958.0	
24477.0	496.7423879638217	23958.0	
24783.0	1555.3170094871334	23814.0	
24930.0	1517.5612014017754	23814.0	
24204.0	378.5709973043366	23814.0	
24444.0	583.5443427881038	23814.0	
24000.0	167.24831837719626	23814.0	
24120.0	439.8045020233422	23814.0	
24327.0	445.3863491397104	23814.0	
24012.0	609.6129919875395	23526.0	
23541.0	283.7974629907745	23265.0	
23553.0	249.41531628991834	23265.0	
23640.0	455.575460269756	23265.0	
23841.0	524.4768822360047	23265.0	
23553.0	437.95890218147184	23265.0	
24120.0	929.8790243897321	23265.0	
23796.0	471.36291750624594	23265.0	
23652.0	341.88155843800644	23265.0	
24294.0	1049.0438503704218	23265.0	
23973.0	616.3740747305974	23265.0	
23583.0	482.3473851903833	23265.0	
23736.0	408.51805345663735	23265.0	
23730.0	406.9287406905538	23265.0	
23718.0	422.7446037503022	23265.0	
23589.0	402.08954226639617	23265.0	
23505.0	217.18425357285918	23265.0	
23649.0	349.65125482400316	23265.0	
23298.0	81.6639455328972	23238.0	
23856.0	773.1797979771587	23238.0	
23703.0	402.72695464793514	23238.0	
23724.0	450.98891338923175	23238.0	
23994.0	655.2716993736262	23238.0	
24078.0	782.3963190097459	23238.0	
23703.0	549.2458465933083	23238.0	
23640.0	352.3052653594607	23238.0	
23496.0	226.31615055050756	23238.0	
23682.0	407.52545932738974	23238.0	
23685.0	411.4814698136479	23238.0	
23919.0	589.9177908827636	23238.0	
23400.0	428.6117123924637	23076.0	
23769.0	605.0115701372991	23076.0	
23544.0	405.2998889711173	23076.0	
23277.0	478.30011499057787	22932.0	
23652.0	768.9603370785778	22932.0	
23742.0	879.7931575091955	22932.0	
